iter	RMSE
135	0.6531266623
136	0.6526909196
137	0.652359304
138	0.6520563305
139	0.6516430118
140	0.6513004722
141	0.6507848084
142	0.6503456205
143	0.6500162416
144	0.6496196277
145	0.6491938862
146	0.648712459
147	0.6483072754
148	0.6478374201
149	0.647448775
150	0.6469941027
151	0.6466017372
152	0.6460334644
153	0.6455553008
154	0.6451034439
155	0.6446074207
156	0.644091413
157	0.6437502651
158	0.6434108517
159	0.6430263193
160	0.6427599428
161	0.6423749752
162	0.6419139719
163	0.6415798958
164	0.641227038
165	0.640911618
166	0.6405869453
167	0.6403693318
168	0.6399903637
169	0.6397085338
170	0.6392731191
171	0.6390525898
172	0.6387082115
173	0.6382659257
174	0.637851509
175	0.6373317825
176	0.6369216335
177	0.6365475255
178	0.6361714785
179	0.6358078058
180	0.6355089415
181	0.6350102663
182	0.6348069843
183	0.6345726724
184	0.6342539685
185	0.6339854514
186	0.633589462
187	0.6333638264
188	0.6330677022
189	0.632779058
190	0.6325006311
191	0.631971725
192	0.6315322502
193	0.6312784662
194	0.6309262595
195	0.6305629773
196	0.6302893931
197	0.6299572722
198	0.6295455961
199	0.6291049956
200	0.6287522507
201	0.6284954004
202	0.6280748695
203	0.6277150462
204	0.6274192705
205	0.6270911104
206	0.6268778663
207	0.6264016393
208	0.6260199627
209	0.6257177202
210	0.6253990263
211	0.625061337
212	0.6246773654
213	0.6244247778
214	0.6241819608
215	0.6238661257
216	0.6236139549
217	0.6234050821
218	0.6232403148
219	0.6228446196
220	0.6224470798
221	0.6220923329
222	0.6216851147
223	0.6213744615
224	0.6210926167
225	0.6208850739
226	0.6206271559
227	0.6201763892
228	0.6198892496
229	0.6196415452
230	0.6192621544
231	0.6189570794
232	0.6187531799
233	0.6185084995
234	0.618210795
235	0.6179455415
236	0.6176553024
237	0.6174024112
238	0.6170371787
239	0.6168639893
240	0.6165780548
241	0.6163037944
242	0.6158195807
243	0.6155535532
244	0.6152740013
245	0.6148824667
246	0.6144645451
247	0.6141157431
248	0.6138978951
249	0.6135477212
250	0.6131721697
251	0.6128125998
252	0.6124358993
253	0.6122228143
254	0.611774231
255	0.6114739556
256	0.6111618359
257	0.6108589768
258	0.610616778
259	0.610300861
260	0.6099412847
261	0.6097066776
262	0.6094271345
263	0.609164685
264	0.6088542012
265	0.6084862806
266	0.6081932609
267	0.6079819348
268	0.6077518268
269	0.6074585179
270	0.6071884803
271	0.6069383167
272	0.6065901785
273	0.6062579904
274	0.6060747559
275	0.6058261869
276	0.6055510635
277	0.6054033685
278	0.6051913384
279	0.6049275884
280	0.6045798002
281	0.6044614099
282	0.6042426892
283	0.6039999592
284	0.6037598187
285	0.603530132
286	0.6030963981
287	0.6028862399
288	0.6024546571
289	0.6021670144
290	0.6018490878
291	0.6015289253
292	0.6012866878
293	0.6008829958
294	0.6005034054
295	0.6001824348
296	0.5999431001
297	0.5997233301
298	0.5993854255
299	0.599072648
300	0.5987350214
301	0.5983832622
302	0.5981485081
303	0.5980486442
304	0.5977515327
305	0.5974218037
306	0.5972185988
307	0.5970101603
308	0.5966148117
309	0.5964652957
310	0.5962186851
311	0.5958032805
312	0.5955492585
313	0.5952404993
314	0.594879356
315	0.5946638754
316	0.5943435646
317	0.594008656
318	0.5936087951
319	0.5932706554
320	0.5930121117
321	0.5926488149
322	0.5923187253
323	0.5920362519
324	0.5918430937
325	0.5915033144
326	0.5912165371
327	0.5909172796
328	0.5907687365
329	0.5905514441
330	0.5902822462
331	0.5899504464
332	0.5896463293
333	0.5893465934
334	0.5889454755
335	0.5884458626
336	0.5881898598
337	0.5880465262
338	0.5877685257
339	0.5874860964
340	0.5873308929
341	0.5871566637
342	0.5869589198
343	0.586568805
344	0.5864376989
345	0.5861167191
346	0.5858082013
347	0.5855458922
348	0.5852478942
349	0.5850081814
350	0.5847139852
351	0.5845135567
352	0.5841905957
353	0.5838323515
354	0.5835770649
355	0.583349121
356	0.5829752836
357	0.5827880437
358	0.5825084915
359	0.5822351642
360	0.5820264151
361	0.581832346
362	0.5815084457
363	0.5812160654
364	0.5810554471
365	0.580768849
366	0.5806158637
367	0.580334548
368	0.580061317
369	0.5798329398
370	0.5796332579
371	0.579394031
372	0.5791765046
373	0.5790180868
374	0.5787165872
375	0.5785229464
376	0.5782017288
377	0.5778734729
378	0.5775622271
379	0.577220212
380	0.5768650408
381	0.576602935
382	0.5763474209
383	0.5760783175
384	0.5757598297
385	0.5755821516
386	0.5752318334
387	0.5751214007
388	0.5748236015
389	0.5746190435
390	0.5744213878
391	0.5742458874
392	0.5739468382
393	0.5735836203
394	0.5732854162
395	0.5730076161
396	0.5726874662
397	0.5724983059
398	0.5722276192
399	0.5719669925
400	0.5717427369
401	0.5714756894
402	0.57117484
403	0.5708085481
404	0.570548968
405	0.5702167334
406	0.5700254463
407	0.5696681114
408	0.5694556503
409	0.5691952088
410	0.5688867839
411	0.5686804518
412	0.5683741646
413	0.5681398099
414	0.5679615532
415	0.5676979041
416	0.5674752721
417	0.5672001563
418	0.5670137026
419	0.5667664514
420	0.5664322603
421	0.5661304772
422	0.5658136532
423	0.5656432208
424	0.5653798258
425	0.5649865713
426	0.5646506894
427	0.5643370725
428	0.564137287
429	0.5640260753
430	0.563831386
431	0.5635794111
432	0.5632980648
433	0.5629919098
434	0.5628198646
435	0.5627007395
436	0.5624046295
437	0.562204634
438	0.5619779868
439	0.5617804819
440	0.5615545586
441	0.561289713
442	0.5609960576
443	0.5606963151
444	0.5603863498
445	0.5602020596
446	0.5600369437
447	0.5598493803
448	0.5596610382
449	0.5594423593
450	0.5591403646
451	0.5587228186
452	0.5584412604
453	0.5581187729
454	0.5578162613
455	0.557544223
456	0.5573405453
457	0.5572407019
458	0.5569487239
459	0.5565961008
460	0.5562779814
461	0.5561390328
462	0.5560226184
463	0.5558467389
464	0.5556281445
465	0.5553889698
466	0.555106925
467	0.5549103276
468	0.5546318657
469	0.5543179451
470	0.5540561364
471	0.5536549631
472	0.5534584319
473	0.5532932485
474	0.5530601585
475	0.552777577
476	0.5526144294
477	0.5524243662
478	0.5521836573
479	0.5519588087
480	0.5516972639
481	0.5513982457
482	0.5512400883
483	0.5510130618
484	0.5507739862
485	0.5506180807
486	0.5503802293
487	0.5501666855
488	0.5497570148
489	0.5495142638
490	0.5492161003
491	0.5488883559
492	0.5487298675
493	0.5485274555
494	0.5482272275
495	0.5480484022
496	0.547791598
497	0.5475917791
498	0.5474794349
499	0.5471574806
500	0.5470047069
501	0.5468547893
502	0.5466515004
503	0.546451142
504	0.5461453991
505	0.5458691641
506	0.545533578
507	0.5454348255
508	0.5452551873
509	0.5449202912
510	0.5445984387
511	0.5443135819
512	0.5441621258
513	0.5440575389
514	0.5438500606
515	0.5436047539
516	0.5433180793
517	0.5431649663
518	0.5430006501
519	0.5427814217
520	0.5424162219
521	0.5422163705
522	0.5420538955
523	0.5418099939
524	0.5415607139
525	0.5412471146
526	0.5409748798
527	0.540650849
528	0.540374907
529	0.5401243643
530	0.5398539335
531	0.5397768683
532	0.539466953
533	0.5392476331
534	0.5389753417
535	0.5387847638
536	0.5386156058
537	0.5383968297
538	0.5382382898
539	0.538077316
540	0.5377582361
541	0.5376413917
542	0.5373697165
543	0.5372246508
544	0.5370237612
545	0.5368434805
546	0.5365563542
547	0.5363436844
548	0.5360730715
549	0.5359310072
550	0.5357263958
551	0.5355109175
552	0.5353645046
553	0.5352885055
554	0.5349858991
555	0.5347597775
556	0.534385628
557	0.5341279206
558	0.5338705428
559	0.5336619105
560	0.5334532412
561	0.5332121335
562	0.5329578218
563	0.5326747048
564	0.5325650666
565	0.5323716334
566	0.5321648719
567	0.5318962769
568	0.5316760968
569	0.5313735098
570	0.5311605892
571	0.5310074662
572	0.5308029562
573	0.5306228306
574	0.5303296736
575	0.5301445477
576	0.5298705974
577	0.5296627263
578	0.52937298
579	0.529083941
580	0.528765612
581	0.5284088784
582	0.5282489824
583	0.5280320859
584	0.5278561095
585	0.5275633625
586	0.5273120073
587	0.5270281804
588	0.5268092074
589	0.526602627
590	0.526397878
591	0.5261534927
592	0.5259434138
593	0.525725807
594	0.525624483
595	0.5252980948
596	0.5250901453
597	0.5248203769
598	0.5245789235
599	0.5243477165
600	0.52410998
601	0.523885873
602	0.5236666659
603	0.5234741984
604	0.5233994515
605	0.5232904
606	0.5230551484
607	0.5229075376
608	0.522603572
609	0.5223372604
610	0.5221886754
611	0.5219874217
612	0.5218358114
613	0.5216602087
614	0.5213761221
615	0.5211337705
616	0.5208562681
617	0.5206034605
618	0.5204503719
619	0.5201681209
620	0.520000363
621	0.5198051391
622	0.519535023
623	0.5192675933
624	0.5190283612
625	0.518702757
626	0.518527604
627	0.5182459064
628	0.51798189
629	0.5177367004
630	0.5175560732
631	0.5173828689
632	0.517208115
633	0.517049833
634	0.5168219682
635	0.5165899866
636	0.5163302773
637	0.5160328621
638	0.5157702483
639	0.5155761162
640	0.5154251847
641	0.5152914747
642	0.5150656406
643	0.5149020228
644	0.5145997639
645	0.5143285224
646	0.514107356
647	0.5139133261
648	0.5136630068
649	0.513383016
650	0.5130111032
651	0.5127119908
652	0.5124585751
653	0.5122346806
654	0.5120529218
655	0.5117773307
656	0.5116797148
657	0.5115577326
658	0.5113950838
659	0.5111776067
660	0.510899707
661	0.510705711
662	0.510540595
663	0.5102745331
664	0.5101018219
665	0.509954061
666	0.5097662087
667	0.5095398905
668	0.5093494605
669	0.5091116354
670	0.5089689537
671	0.5087592279
672	0.5085387922
673	0.5083315201
674	0.5081179818
675	0.5079726911
676	0.5077760683
677	0.5075791442
678	0.5072653294
679	0.5070099154
680	0.5067544732
681	0.5065121462
682	0.5063418993
683	0.506183389
684	0.5059934173
685	0.5058703852
686	0.5056597067
687	0.5055172039
688	0.5054534446
689	0.505219925
690	0.5049708935
691	0.5047219222
692	0.5046182545
693	0.5043764169
694	0.5041629217
695	0.5040150465
696	0.5037999736
697	0.5034820165
698	0.503328261
699	0.5031483252
700	0.5029949986
701	0.5027244553
702	0.5025313276
703	0.5023383928
704	0.5021823156
705	0.5018823555
706	0.5017536281
707	0.5014684881
708	0.5011439901
709	0.5008683774
710	0.5005786785
711	0.500216628
712	0.4999566589
713	0.4997738648
714	0.4995631237
715	0.4993738727
716	0.4990565223
717	0.4988568051
718	0.498677753
719	0.4983952521
720	0.498152092
721	0.4979525217
722	0.497602601
723	0.4973005226
724	0.4970533197
725	0.4967902397
726	0.4965866832
727	0.4963559096
728	0.4960337538
729	0.4957727574
730	0.4955411387
731	0.4953265492
732	0.4951414824
733	0.4950329542
734	0.4947996399
735	0.4944588424
736	0.494311358
737	0.494016142
738	0.4938302247
739	0.4935686644
740	0.4933690706
741	0.4932036831
742	0.4929140493
743	0.4926924146
744	0.4925032601
745	0.4923224958
746	0.4921069723
747	0.4918723652
748	0.4915628224
749	0.4912918411
750	0.4910970327
751	0.4908344492
752	0.4907416144
753	0.490662198
754	0.4903650891
755	0.4901006761
756	0.4899540928
757	0.4897717576
758	0.4894292592
759	0.4891752199
760	0.4889499096
761	0.4886938847
762	0.4885340671
763	0.4882934811
764	0.4881503124
765	0.4879188074
766	0.4877533892
767	0.4875682256
768	0.4873141218
769	0.4871046829
770	0.4868398421
771	0.4865631441
772	0.4863272422
773	0.486136279
774	0.4859531939
775	0.4857305547
776	0.4854652783
777	0.4852274362
778	0.4851569174
779	0.4849593384
780	0.4847715178
781	0.4846362511
782	0.4843738344
783	0.4842007875
784	0.483944604
785	0.4837817972
786	0.4836564586
787	0.4834147083
788	0.4832341594
789	0.483113978
790	0.4828413992
791	0.4825564649
792	0.4824479177
793	0.4822209463
794	0.4820328188
795	0.4816877378
796	0.4815249466
797	0.4812271786
798	0.480958768
799	0.4805790176
800	0.4802971456
801	0.4800488867
802	0.4798739561
803	0.4796467103
804	0.4794680457
805	0.4792661495
806	0.4789581153
807	0.4788464184
808	0.4786889153
809	0.4784401741
810	0.4782285181
811	0.4779708672
812	0.4778707663
813	0.4776567395
814	0.477412606
815	0.4771193101
816	0.476874523
817	0.4767561961
818	0.4765086319
819	0.4764094356
820	0.4761173562
821	0.4759793058
822	0.4758011237
823	0.4756673262
824	0.4754848635
825	0.475393337
826	0.4751984011
827	0.4749417818
828	0.4747486032
829	0.4745204961
830	0.4743514294
831	0.4740042769
832	0.4737496557
833	0.4735105332
834	0.4732894615
835	0.4731116141
836	0.4728278391
837	0.4726596074
838	0.472454558
839	0.4722948778
840	0.4720178422
841	0.4717873966
842	0.4715548434
843	0.4713630203
844	0.4710672293
845	0.4707519084
846	0.4704540089
847	0.4701509018
848	0.469959218
849	0.4698042734
850	0.4695529172
851	0.4693905435
852	0.4692774961
853	0.4690595774
854	0.4688726011
855	0.4685850278
856	0.4683907507
857	0.468254719
858	0.4679478048
859	0.467815613
860	0.4674789553
861	0.4672624456
862	0.4669675579
863	0.4667146768
864	0.466441593
865	0.4661217581
866	0.4658658487
867	0.4655449366
868	0.4653566989
869	0.465191602
870	0.464984081
871	0.4647986642
872	0.4646101454
873	0.4643922931
874	0.4641425307
875	0.4638885988
876	0.463648288
877	0.4634160785
878	0.4631209178
879	0.4628763101
880	0.4627641998
881	0.4625054392
882	0.4622355353
883	0.4619890676
884	0.4619230523
885	0.4617441859
886	0.4615037884
887	0.4612983548
888	0.4611142062
889	0.4609204305
890	0.460775286
891	0.4604451316
892	0.4601781679
893	0.4598931147
894	0.4596176533
895	0.4593973861
896	0.45923663
897	0.4589700658
898	0.4587552165
899	0.4585030069
900	0.4581880319
901	0.4580594993
902	0.4579337909
903	0.4577816737
904	0.4574646089
905	0.4572447149
906	0.4571164909
907	0.4567907352
908	0.4565693937
909	0.4564325717
910	0.4561678667
911	0.455967942
912	0.455632318
913	0.4554567965
914	0.4551814861
915	0.4549494166
916	0.4548878295
917	0.4545933255
918	0.4543563934
919	0.4541289864
920	0.4538608551
921	0.4536897138
922	0.4534416705
923	0.4531555447
924	0.4530363228
925	0.4528484398
926	0.4525112373
927	0.4522218232
928	0.4520157548
929	0.4517731724
930	0.4515327787
931	0.4513171672
932	0.4510803067
933	0.4509022166
934	0.4506270389
935	0.4503063639
936	0.450233438
937	0.450118051
938	0.4498299422
939	0.4495303343
940	0.4493387342
941	0.4492207349
942	0.4489847965
943	0.4486946043
944	0.4484213241
945	0.4481993382
946	0.4479957485
947	0.4478070744
948	0.4476034011
949	0.4473841821
950	0.4471145287
951	0.4469318175
952	0.4466891554
953	0.4464746918
954	0.4462507241
955	0.4460523589
956	0.4457634388
957	0.4454978701
958	0.4451890766
959	0.44497564
960	0.4447486514
961	0.4444818379
962	0.4443003582
963	0.4440624297
964	0.4438712938
965	0.4436231122
966	0.4433741442
967	0.4430821911
968	0.442861208
969	0.4425335655
970	0.4422627363
971	0.4420327412
972	0.441764351
973	0.441486891
974	0.441126738
975	0.4408870284
976	0.4406435766
977	0.4403744345
978	0.4402872176
979	0.440079072
980	0.4399283284
981	0.4397108692
982	0.4394887335
983	0.4391796573
984	0.4389190516
985	0.4387073135
986	0.4384319592
987	0.4382124346
988	0.4380114126
989	0.43780023
990	0.4376832544
991	0.4374204537
992	0.4373000025
993	0.4371788148
994	0.4369321956
995	0.4366758056
996	0.4365008069
997	0.4362480347
998	0.4360961134
999	0.4358396549
