Date,Name,Year,Letterboxd URI,Plot,Director1,Director2,Genre1,Genre2,Country1,Country2,RatingAvg,RatingCount
2024-03-07,Double Indemnity,1944,https://boxd.it/297I,A rich woman and a calculating insurance agent plot to kill her unsuspecting husband after he signs a double indemnity policy.,Billy Wilder,,Crime,Thriller,USA,,4.26,170106.0
2024-03-07,What Ever Happened to Baby Jane?,1962,https://boxd.it/1WJE,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,Robert Aldrich,,Thriller,Drama,USA,,4.17,98185.0
2024-03-18,Tatami,2023,https://boxd.it/F0qE,"Iranian female judokas Leila and her coach Maryam, travel to the Judo World Championship, intent on bringing home Iran’s first gold medal. Midway through the Judo World Championships, they receive an ultimatum from the Islamic Republic ordering Leila to fake an injury and lose, or she will be branded a traitor of the state. With her own and her family’s freedom at stake, Leila is faced with an impossible choice: comply with the Iranian regime as her coach Maryam implores her to do, or fight on, for the gold.",Guy Nattiv,Zar Amir Ebrahimi,Thriller,Drama,UK,USA,3.92,14146.0
2024-03-24,Upstream Color,2013,https://boxd.it/4Cwc,"A man and woman are drawn together, entangled in the lifecycle of an ageless organism. Identity becomes an illusion as they struggle to assemble the loose fragments of wrecked lives.",Shane Carruth,,Drama,Science Fiction,USA,,3.61,51311.0
2024-03-26,Men,2022,https://boxd.it/tlc0,"In the aftermath of a personal tragedy, Harper retreats alone to the beautiful English countryside, hoping to find a place to heal. But someone — or something — from the surrounding woods appears to be stalking her, and what begins as simmering dread becomes a fully-formed nightmare, inhabited by her darkest memories and fears.",Alex Garland,,Fantasy,Horror,UK,USA,2.81,297238.0
2024-03-29,Manichitrathazhu,1993,https://boxd.it/2Yeg,"A young couple, Ganga and Nakulan, arrives at the ancestral home called Madampalli of the latter. Hailing from a family that follows tradition and superstitions, Nakulan's uncle Thampi objects to the couple's idea of moving into the allegedly haunted mansion, which Nakulan ignores. The couple moves in anyway following which seemingly supernatural events begin to happen.",Fazil,,Horror,Thriller,India,,4.01,7285.0
2024-04-01,Lone Star,1996,https://boxd.it/1tge,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.",John Sayles,,Drama,Mystery,USA,,3.86,25380.0
2024-04-05,Ju Dou,1990,https://boxd.it/YrK,"A woman married to the brutal and infertile owner of a dye mill in rural China conceives a boy with her husband's nephew but is forced to raise her son as her husband's heir without revealing his parentage in this circular tragedy. Filmed in glowing technicolour, this tale of romantic and familial love in the face of unbreakable tradition is more universal than its setting.",Zhang Yimou,,Drama,,China,Japan,3.82,6824.0
2024-04-09,Rosencrantz & Guildenstern Are Dead,1990,https://boxd.it/1FXE,"Two minor characters from the play ""Hamlet"" stumble around unaware of their scripted lives and unable to deviate from them.",Tom Stoppard,,Comedy,Drama,UK,USA,3.79,15871.0
2024-04-10,The Princess Bride,1987,https://boxd.it/26EY,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",Rob Reiner,,Adventure,Romance,USA,,4.07,719064.0
2024-04-18,Mirror,1975,https://boxd.it/28Q8,"A dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in Soviet history with daily life.",Andrei Tarkovsky,,History,Drama,USSR,,4.33,141967.0
2024-04-20,Insomnia,1997,https://boxd.it/1txk,"Detectives Jonas and Erik are called to the midnight sun country of northern Norway to investigate a recent homicide, but their plan to arrest the killer goes awry, and Jonas mistakenly shoots Erik. The suspect escapes, and a frightened Jonas pins Erik's death on the fugitive. Jonas continues to pursue the killer as he seeks to protect himself; however, his mounting guilt and the omnipresent sun plague him with an insomnia that affects his sanity.",Erik Skjoldbjærg,,Mystery,Crime,Norway,,3.63,15372.0
2024-04-20,Love Lies Bleeding,2024,https://boxd.it/zN4q,"Reclusive gym manager Lou falls hard for Jackie, an ambitious bodybuilder headed through town to Las Vegas in pursuit of her dream. But their love ignites violence, pulling them deep into the web of Lou’s criminal family.",Rose Glass,,Horror,Action,UK,USA,3.54,540202.0
2024-04-22,Begotten,1989,https://boxd.it/28Ie,"Begotten is the creation myth brought to life, the story of no less than the violent death of God and the (re)birth of nature on a barren earth.",E. Elias Merhige,,Fantasy,Horror,USA,,2.94,25479.0
2024-04-29,Trust,2024,https://boxd.it/DeEw,"Pietro is a revered teacher, Teresa his brilliant and precocious student. Their affair is both illicit and tempestuous. After one fight, Teresa suggests that each tell the other a secret, one so shameful or shocking that were it to be made public, it would destroy that person’s life. Time passes, Pietro’s stature as a writer grows and his family settles into the comfort of a bourgeois life. But he is haunted by the possibility that Teresa may one day reappear and tear apart his world with the secret she knows.",Daniele Luchetti,,Drama,,Italy,,3.21,5398.0
2024-04-30,Bones and All,2022,https://boxd.it/tLd4,"Abandoned by her father, a young woman embarks on a thousand-mile odyssey through the backroads of America where she meets a disenfranchised drifter. But despite their best efforts, all roads lead back to their terrifying pasts and to a final stand that will determine whether their love can survive their otherness.",Luca Guadagnino,,Horror,Drama,Italy,USA,3.7,803031.0
2024-05-08,Spellbound,1945,https://boxd.it/24Ji,"When Dr. Anthony Edwardes arrives at a Vermont mental hospital to replace the outgoing hospital director, Dr. Constance Peterson, a psychoanalyst, discovers Edwardes is actually an impostor. The man confesses that the real Dr. Edwardes is dead and fears he may have killed him, but cannot recall anything. Dr. Peterson, however is convinced his impostor is innocent of the man's murder, and joins him on a quest to unravel his amnesia through psychoanalysis.",Alfred Hitchcock,,Thriller,Mystery,USA,,3.79,51537.0
2024-05-09,George Harrison: Living in the Material World,2011,https://boxd.it/RWdM,He was part of the most famous rock-'n'-roll quartet in history. But George Harrison was much more than just a member of The Beatles.,Martin Scorsese,,Documentary,,USA,,4.13,21754.0
2024-05-09,Shadow of the Vampire,2000,https://boxd.it/1Vb2,"Director F.W. Murnau makes a Faustian pact with a vampire to get him to star in his 1922 film ""Nosferatu.""",E. Elias Merhige,,Horror,Drama,Luxembourg,UK,3.51,39895.0
2024-05-11,Summer of Sam,1999,https://boxd.it/1WE0,"During the summer of 1977, a killer known as the Son of Sam keeps all of New York City on edge with a series of brutal murders.",Spike Lee,,Drama,Crime,USA,,3.54,32663.0
2024-05-14,Big Trouble in Little China,1986,https://boxd.it/21em,"Truck driver Jack Burton gets embroiled in a supernatural battle when his best friend Wang Chi's green-eyed fiancée is kidnapped by henchmen of the sorcerer Lo Pan, who must marry a girl with green eyes in order to return to the human realm.",John Carpenter,,Comedy,Adventure,USA,,3.72,184528.0
2024-05-18,The Surfer,2024,https://boxd.it/GFEE,"A man returns to the idyllic beach of his childhood to surf with his son. But his desire to hit the waves is thwarted by a group of locals whose mantra is ""don't live here, don't surf here."" Humiliated and angry, the man is drawn into a conflict that keeps rising in concert with the punishing heat of the summer and pushes him to his breaking point.",Lorcan Finnegan,,Thriller,Drama,Australia,Ireland,3.25,3399.0
2024-05-24,I Saw the TV Glow,2024,https://boxd.it/woVe,"Teenager Owen is just trying to make it through life in the suburbs when his classmate Maddy introduces him to a mysterious TV show — a vision of a supernatural world beneath their own. In the pale glow of the television, Owen’s view of reality begins to crack.",Jane Schoenbrun,,Drama,Horror,USA,,3.51,562785.0
2024-05-28,Evil Does Not Exist,2023,https://boxd.it/HJrc,"Takumi and his daughter Hana live in Mizubiki Village, close to Tokyo. One day, the village inhabitants become aware of a plan to build a camping site near Takumi's house offering city residents a comfortable ""escape"" to nature.",Ryūsuke Hamaguchi,,Drama,,Japan,,3.83,92425.0
2024-05-30,Tangerine,2015,https://boxd.it/9QRe,"It's Christmas Eve in Tinseltown and Sin-Dee is back on the block. Upon hearing that her pimp boyfriend hasn't been faithful during the 28 days she was locked up, the working girl and her best friend, Alexandra, embark on a mission to get to the bottom of the scandalous rumor. Their rip-roaring odyssey leads them through various subcultures of Los Angeles, including an Armenian family dealing with their own repercussions of infidelity.",Sean Baker,,Drama,Comedy,USA,,3.87,183422.0
2024-06-09,The Hitcher,1986,https://boxd.it/1Yq0,"On a stormy night, young Jim, who transports a luxury car from Chicago to California to deliver it to its owner, feeling tired and sleepy, picks up a mysterious hitchhiker, who has appeared out of nowhere, thinking that a good conversation will help him not to fall asleep. He will have enough time to deeply regret such an unmeditated decision.",Robert Harmon,,Horror,Thriller,USA,,3.63,55566.0
2024-06-11,Hit Man,2023,https://boxd.it/ANB2,A mild-mannered professor moonlighting as a fake hit man in police stings ignites a chain reaction of trouble when he falls for a potential client.,Richard Linklater,,Comedy,Crime,USA,,3.34,538049.0
2024-06-11,Bad Boys,1995,https://boxd.it/1XVG,"Marcus Burnett is a henpecked family man. Mike Lowrey is a footloose and fancy free ladies' man. Both Miami policemen, they have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",Michael Bay,,Comedy,Action,USA,,3.24,240264.0
2024-07-01,The Desert of the Tartars,1976,https://boxd.it/J2K,Lieutenant Giovanni Drogo is assigned to the old Bastiani border fortress where he expects an imminent attack by nomadic fearsome Tartars.,Valerio Zurlini,,History,Drama,France,Germany,3.92,2482.0
2024-07-07,Beverly Hills Cop,1984,https://boxd.it/2baE,"Fast-talking, quick-thinking Detroit street cop Axel Foley has bent more than a few rules and regs in his time, but when his best friend is murdered, he heads to sunny Beverly Hills to work the case like only he can.",Martin Brest,,Crime,Action,USA,,3.62,192651.0
2024-07-13,The Lost Boys,1987,https://boxd.it/28DI,"When an unsuspecting town newcomer is drawn to local blood fiends, the Frog brothers and other unlikely heroes gear up to rescue him.",Joel Schumacher,,Comedy,Thriller,USA,,3.66,255351.0
2024-07-16,The Wailing,2016,https://boxd.it/9fLy,A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.,Na Hong-jin,,Horror,Mystery,South Korea,USA,3.98,213886.0
2024-07-22,The Untouchables,1987,https://boxd.it/2b6i,"Elliot Ness, an ambitious prohibition agent, is determined to take down Al Capone. In order to achieve this goal, he forms a group given the nickname “The Untouchables”.",Brian De Palma,,History,Thriller,USA,,3.84,237522.0
2024-07-23,The Little Drummer Girl,2018,https://boxd.it/kkCS,"Brilliant young actress Charlie strikes up an acquaintance with an intriguing stranger while on holiday in Greece, but it rapidly becomes apparent that his intentions are far from romantic.",Park Chan-wook,,Drama,,UK,USA,3.86,11423.0
2024-07-23,Rumble Fish,1983,https://boxd.it/2aOI,"Rusty James, an absent-minded street thug, struggles to live up to his legendary older brother's reputation and longs for the days when gang warfare was going on.",Francis Ford Coppola,,Romance,Crime,USA,,3.8,50893.0
2024-07-25,A Murder at the End of the World,2023,https://boxd.it/JIma,"Gen Z amateur sleuth and tech-savvy hacker Darby Hart and eight other guests are invited by a reclusive billionaire to participate in a retreat at a remote location. When one of the other guests is found dead, Darby must use her skills to prove it was murder before the killer takes another life.",Brit Marling,Zal Batmanglij,Mystery,Drama,USA,,3.55,15036.0
2024-08-02,Obsession,1943,https://boxd.it/23i6,"Gino, a drifter, begins an affair with inn-owner Giovanna as they plan to get rid of her older husband.",Luchino Visconti,,Drama,Crime,Italy,,3.69,10369.0
2024-08-08,The Seed of the Sacred Fig,2024,https://boxd.it/MKo4,"Investigating judge Iman grapples with paranoia amid political unrest in Tehran. When his gun vanishes, he suspects his wife and daughters, imposing draconian measures that strain family ties as societal rules crumble.",Mohammad Rasoulof,,Thriller,Crime,France,Germany,3.94,79171.0
2024-08-10,"Lust, Caution",2007,https://boxd.it/244k,"During World War II, a secret agent must seduce then assassinate an official who works for the Japanese puppet government in Shanghai. Her mission becomes clouded when she finds herself falling in love with the man she is assigned to kill.",Ang Lee,,Thriller,Drama,China,Hong Kong,3.96,32338.0
2024-08-10,Dead Again,1991,https://boxd.it/1TIe,"In 1949, composer Roman Strauss is executed for the murder of his wife. In 1990s Los Angeles, a detective comes across a mute amnesiac woman who is somehow linked to the Strauss murder.",Kenneth Branagh,,Thriller,Mystery,USA,,3.35,13903.0
2024-08-17,La Chimera,2023,https://boxd.it/vzVi,"Just out of jail, rumpled English archaeologist Arthur reconnects with his wayward crew of tombaroli accomplices – a happy-go-lucky collective of itinerant grave-robbers who survive by looting Etruscan tombs and fencing the ancient treasures they dig up.",Alice Rohrwacher,,Drama,Comedy,France,Italy,4.07,200035.0
2024-08-17,Black Bear,2020,https://boxd.it/n8ru,"At a remote lake house in the Adirondack Mountains, a couple entertains an out-of-town guest looking for inspiration in her filmmaking. The group quickly falls into a calculated game of desire, manipulation, and jealousy, unaware of how dangerously intertwined their lives will soon become.",Lawrence Michael Levine,,Drama,Thriller,USA,,3.57,80614.0
2024-08-17,Kiss Kiss Bang Bang,2005,https://boxd.it/23c8,A petty thief posing as an actor is brought to Los Angeles for an unlikely audition and finds himself in the middle of a murder investigation along with his high school dream girl and a detective who's been training him for his upcoming role...,Shane Black,,Crime,Mystery,USA,,3.75,149975.0
2024-08-22,Tombstone,1993,https://boxd.it/1SE6,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",George P. Cosmatos,,Action,Western,USA,,3.87,147398.0
2024-08-22,WarGames,1983,https://boxd.it/29qU,"High school student David Lightman has a talent for hacking. But while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the Department of Defense's war computer and initiates a confrontation of global proportions. Together with his girlfriend and a wizardly computer genius, David must race against time to outwit his opponent and prevent a nuclear Armageddon.",John Badham,,Thriller,Science Fiction,USA,,3.5,81049.0
2024-09-01,Blink Twice,2024,https://boxd.it/vIOg,"When tech billionaire Slater King meets cocktail waitress Frida at his fundraising gala, he invites her to join him and his friends on a dream vacation on his private island. But despite the epic setting, beautiful people, ever-flowing champagne, and late-night dance parties, Frida can sense that there’s something sinister hiding beneath the island’s lush façade.",Zoë Kravitz,,Mystery,Horror,USA,,3.33,574448.0
2024-09-01,Waterworld,1995,https://boxd.it/1XLG,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland'—which is tattooed on Enola's back.",Kevin Reynolds,,Adventure,Science Fiction,USA,,2.88,93066.0
2024-09-05,Final Cut: Ladies and Gentlemen,2012,https://boxd.it/491E,"A film where anything can happen - the hero and the heroine changes their faces, age, look, names, and so on. The only same thing: The love between man and woman... in an archetypical love story cut from 500 classics from all around the world.",György Pálfi,,Drama,Romance,Hungary,,3.87,4282.0
2024-09-07,The Hudsucker Proxy,1994,https://boxd.it/1SJA,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,Joel Coen,,Drama,Fantasy,UK,USA,3.69,69468.0
2024-09-08,The Room Next Door,2024,https://boxd.it/Fb4k,"Ingrid and Martha were close friends in their youth, when they worked together at the same magazine. Ingrid went on to become an autofiction novelist while Martha became a war reporter, and they were separated by the circumstances of life. After years of being out of touch, they meet again in an extreme but strangely sweet situation.",Pedro Almodóvar,,Drama,,Spain,,3.39,140176.0
2024-09-10,The Panic in Needle Park,1971,https://boxd.it/1rwu,"A stark portrayal of life among a group of heroin addicts who hang out in Needle Park in New York City. Played against this setting is a low-key love story between Bobby, a young addict and small-time hustler, and Helen, a homeless girl who finds in her relationship with Bobby the stability she craves.",Jerry Schatzberg,,Romance,Drama,USA,,3.74,47291.0
2024-09-11,"Mother, Couch",2023,https://boxd.it/D45w,The members of a dysfunctional family find themselves mysteriously trapped in an antiquated furniture store when their elderly matriarch suddenly refuses to get up from one of the display couches.,Niclas Larsson,,Drama,Comedy,Denmark,Sweden,3.09,5164.0
2024-09-11,Dìdi (弟弟),2024,https://boxd.it/HQOW,"In 2008, during the last month of summer before high school begins, an impressionable 13-year-old Taiwanese American boy learns what his family can't teach him: how to skate, how to flirt, and how to love your mom.",Sean Wang,,Comedy,Drama,USA,,4.01,203176.0
2024-09-16,Gummo,1997,https://boxd.it/1H0Y,"Solomon and Tummler are two teenagers killing time in Xenia, Ohio, a small town that has never recovered from the tornado that ravaged the community in the 1970s.",Harmony Korine,,Comedy,Drama,USA,,3.64,126440.0
2024-09-16,AlphaGo,2017,https://boxd.it/geTA,"The ancient Chinese game of Go has long been considered a grand challenge for artificial intelligence. Yet in 2016, Google's DeepMind team announced that they would be taking on Lee Sedol, the world's most elite Go champion. AlphaGo chronicles the team as it prepares to test the limits of its rapidly-evolving AI technology. The film pits man against machine, and reveals as much about the workings of the human mind as it does the future of AI.",Greg Kohs,,Documentary,,USA,,3.88,7691.0
2024-09-18,Ali: Fear Eats the Soul,1974,https://boxd.it/2aRi,"Emmi Kurowski, a cleaning lady, is lonely in her old age. Her husband died years ago, and her grown children offer little companionship. One night she goes to a bar frequented by Arab immigrants and strikes up a friendship with middle-aged mechanic Ali. Their relationship soon develops into something more, and Emmi's family and neighbors criticize their spontaneous marriage. Soon Emmi and Ali are forced to confront their own insecurities about their future.",Rainer Werner Fassbinder,,Drama,Romance,Germany,,4.18,56593.0
2024-09-20,In a Violent Nature,2024,https://boxd.it/K5eI,"The enigmatic resurrection, rampage, and retribution of an undead monster in a remote wilderness unleashes an iconic new killer after a locket is removed from a collapsed fire tower that entombed its rotting corpse.",Chris Nash,,Thriller,Horror,Canada,,2.75,152846.0
2024-09-21,The Devil's Advocate,1997,https://boxd.it/286k,"Aspiring Florida defense lawyer Kevin Lomax accepts a job at a New York law firm. With the stakes getting higher every case, Kevin quickly learns that his boss has something far more evil planned.",Taylor Hackford,,Horror,Drama,Germany,USA,3.57,281835.0
2024-09-22,Dracula,1958,https://boxd.it/1STA,"After Jonathan Harker attacks Dracula at his castle, the vampire travels to a nearby city, where he preys on the family of Harker's fiancée. The only one who may be able to protect them is Dr. van Helsing, Harker's friend and fellow-student of vampires, who is determined to destroy Dracula, whatever the cost.",Terence Fisher,,Horror,,UK,,3.59,45961.0
2024-09-25,The Shade,2023,https://boxd.it/DAUG,"Twenty-year-old Ryan struggles with a debilitating anxiety disorder following his father's death. Together with his two brothers, he must fight to break the destructive cycle threatening their family as ancient darkness closes in on them.",Tyler Chipman,,Horror,Drama,USA,,2.83,1044.0
2024-09-28,Leave No Trace,2018,https://boxd.it/fMfM,"A father and daughter live a perfect but mysterious existence in Forest Park, a beautiful nature reserve near Portland, Oregon, rarely making contact with the world. But when a small mistake tips them off to authorities, they are sent on an increasingly erratic journey in search of a place to call their own.",Debra Granik,,Drama,,Canada,USA,3.74,81139.0
2024-09-28,The Fall,2006,https://boxd.it/1NoM,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story about 5 mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality starts to blur as the tale advances.",Tarsem Singh,,Adventure,Fantasy,USA,,4.19,117420.0
2024-10-01,The Lodger: A Story of the London Fog,1927,https://boxd.it/26m6,"London. A mysterious serial killer brutally murders young blond women by stalking them in the night fog. One foggy, sinister night, a young man who claims his name is Jonathan Drew arrives at the guest house run by the Bunting family and rents a room.",Alfred Hitchcock,,Crime,Mystery,UK,,3.7,22630.0
2024-10-02,Gosford Park,2001,https://boxd.it/239e,"In 1930s England, a group of pretentious rich and famous gather together for a weekend of relaxation at a hunting resort. But when a murder occurs, each one of these interesting characters becomes a suspect.",Robert Altman,,Mystery,Drama,Italy,USA,3.67,73761.0
2024-10-02,Bramayugam,2024,https://boxd.it/Iekc,"Thevan, a folk singer of the Paanan caste, has a fateful encounter when escaping slavery, leading to discover an ancient tradition altering his destiny.",Rahul Sadasivan,,Horror,Thriller,India,,3.8,25779.0
2024-10-11,Ten Canoes,2006,https://boxd.it/1OPY,"A story within a story within a story. In Australia's Northern Territory, an Aboriginal narrator tells a story about his ancestors on a goose hunt. A youngster on the hunt is being tempted to adultery with his elder brother's wife, so an elder tells him a story from the mythical past about how evil can slip in and cause havoc unless prevented by virtue according to customary tribal law.",Rolf de Heer,Peter Djigirr,Drama,Adventure,Australia,,3.69,2530.0
2024-10-12,Hagazussa,2017,https://boxd.it/gHYu,"In the 15th century, a young goatherd living alone in a mountain hut feels a dark presence in the woods.",Lukas Feigelfeld,,Drama,Fantasy,Austria,Germany,3.21,21360.0
2024-10-14,The Piano Teacher,2001,https://boxd.it/2886,"Erika Kohut, a sexually repressed piano teacher living with her domineering mother, meets a young man who starts romantically pursuing her.",Michael Haneke,,Romance,Drama,France,Austria,4.08,216994.0
2024-10-14,The Last Unicorn,1982,https://boxd.it/1WXQ,"From a riddle-speaking butterfly, a unicorn learns that she is supposedly the last of her kind, all the others having been herded away by the Red Bull. The unicorn sets out to discover the truth behind the butterfly's words. She is eventually joined on her quest by Schmendrick, a second-rate magician, and Molly Grue, a now middle-aged woman who dreamed all her life of seeing a unicorn. Their journey leads them far from home, all the way to the castle of King Haggard.",Jules Bass,"Arthur Rankin, Jr.",Family,Adventure,UK,USA,3.77,62806.0
2024-10-16,Demon Pond,1979,https://boxd.it/3TF4,"When a lone traveler stumbles upon a remote, drought-stricken village, he finds himself engulfed in a whirlpool of myth, mystery, and magic: in a nearby pond reside spirits who hold the fate of the town’s inhabitants, including lovers Akira and Yuri, in their hands.",Masahiro Shinoda,,Romance,Fantasy,Japan,,3.7,3971.0
2024-10-17,Hundreds of Beavers,2022,https://boxd.it/CyUM,"In the 19th century, a drunken applejack salesman must go from zero to hero and become North America's greatest fur trapper by defeating hundreds of beavers.",Mike Cheslik,,Adventure,Comedy,USA,,4.14,121985.0
2024-10-18,The Exorcist III,1990,https://boxd.it/1Tum,"On the fifteenth anniversary of the exorcism that claimed Father Damien Karras' life, Police Lieutenant Kinderman's world is once again shattered when a boy is found decapitated and savagely crucified.",William Peter Blatty,,Horror,,USA,,3.56,76963.0
2024-10-21,Twixt,2011,https://boxd.it/2IFU,"A struggling horror writer visiting a small town on a book tour gets caught up in a murder mystery involving a young girl. That night in a dream, he is approached by a mysterious young ghost named V.",Francis Ford Coppola,,Horror,Fantasy,USA,,2.73,14154.0
2024-10-24,Exotica,1994,https://boxd.it/1DXW,"In the upscale Toronto strip club Exotica, dancer Christina is visited nightly by the obsessive Francis, a depressed tax auditor. Her ex-boyfriend, the club's MC, Eric, still jealously pines for her even as he introduces her onstage, but Eric is having his own relationship problems with the club's female owner. Thomas, a mysterious pet-shop owner, is about to become unexpectedly involved in their lives.",Atom Egoyan,,Drama,,Canada,,3.95,26552.0
2024-10-25,Paterson,2016,https://boxd.it/cRk2,"A week in the life of Paterson, a poet bus driver, and his wife Laura, a very creative artist, who live in Paterson, New Jersey, hometown of many famous poets and artists.",Jim Jarmusch,,Romance,Drama,USA,Germany,3.89,192042.0
2024-10-28,Your Name.,2016,https://boxd.it/cUqs,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",Makoto Shinkai,,Romance,Animation,Japan,,4.22,1027821.0
2024-10-29,The Man Who Shot Liberty Valance,1962,https://boxd.it/1Tdg,"Questions arise when Senator Stoddard attends the funeral of a local man named Tom Doniphon in a small Western town. Flashing back, we learn Doniphon saved Stoddard, then a lawyer, when he was roughed up by a crew of outlaws terrorizing the town, led by Liberty Valance. As the territory's safety hung in the balance, Doniphon and Stoddard, two of the only people standing up to him, proved to be very important, but different, foes to Valance.",John Ford,,Western,,USA,,4.27,73339.0
2024-10-31,The Skeleton of Mrs. Morales,1960,https://boxd.it/3Vce,A taxidermist decides to murder his wife after having to put up with her after twenty years of hellish marriage.,Rogelio A. González,,Comedy,Crime,Mexico,,3.91,10976.0
2024-11-01,The Firm,1993,https://boxd.it/18JY,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",Sydney Pollack,,Drama,Mystery,USA,,3.43,91890.0
2024-11-01,Presence,2024,https://boxd.it/H88i,"A couple, Rebekah and Chris, and their children, Tyler and Chloe, move into a seemingly normal suburban home. When strange occurrences occur, they begin to believe that there is something else in the house with them. The presence is about to disrupt their lives in unimaginable ways.",Steven Soderbergh,,Horror,Drama,USA,,3.0,139312.0
2024-11-03,Hiroshima Mon Amour,1959,https://boxd.it/22WY,"The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.",Alain Resnais,,Drama,Romance,France,Japan,4.17,110760.0
2024-11-10,Margin Call,2011,https://boxd.it/CJ8,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,J.C. Chandor,,Thriller,Drama,USA,,3.56,89206.0
2024-11-11,The Last Picture Show,1971,https://boxd.it/1weg,"High school seniors and best friends, Sonny and Duane, live in a dying Texas town. The handsome Duane is dating a local beauty, while Sonny is having an affair with the coach's wife. As graduation nears and both boys contemplate their futures, Duane eyes the army and Sonny takes over a local business. Each struggles to figure out if he can escape this dead-end town and build a better life somewhere else.",Peter Bogdanovich,,Drama,Romance,USA,,4.21,72862.0
2024-11-12,Notting Hill,1999,https://boxd.it/2aeK,London bookstore owner William Thacker's quiet life turns upside down when a chance encounter with famous actress Anna Scott sparks an unlikely romance challenged by their vastly different worlds.,Roger Michell,,Comedy,Romance,UK,,3.66,884270.0
2024-11-13,Laura,1944,https://boxd.it/27Oq,A police detective falls in love with the woman whose murder he's investigating.,Otto Preminger,,Mystery,Drama,USA,,4.04,65198.0
2024-11-14,You Won't Be Alone,2022,https://boxd.it/xjIG,"In an isolated mountain village in 19th century Macedonia, a young feral witch accidentally kills a peasant. She assumes the peasant's shape to see what life is like in her skin, igniting a deep seated curiosity to experience life inside the bodies of others.",Goran Stolevski,,Drama,Horror,Australia,UK,3.64,32360.0
2024-11-17,PLUTO,2023,https://boxd.it/Jo62,"When the world's seven most advanced robots and their human allies are murdered one by one, Inspector Gesicht soon discovers that he's also in danger.",Fumihiro Yoshimura,Hiromichi Matano,Animation,Mystery,Japan,,4.33,22935.0
2024-11-26,La Jetée,1962,https://boxd.it/29Sk,A man confronts his past during an experiment that attempts to find a solution to the problems of a post-apocalyptic world caused by a world war.,Chris Marker,,Romance,Science Fiction,France,,4.33,120081.0
2024-11-28,Emilia Pérez,2024,https://boxd.it/AP3G,"Rita, an underrated lawyer working for a large law firm more interested in getting criminals out of jail than bringing them to justice, is hired by the leader of a criminal organization.",Jacques Audiard,,Thriller,Drama,Belgium,France,2.02,529886.0
2024-11-30,Ichi the Killer,2001,https://boxd.it/1Y1O,"As sadomasochistic yakuza enforcer Kakihara searches for his missing boss he comes across Ichi, a repressed and psychotic killer who may be able to inflict levels of pain that Kakihara has only dreamed of.",Takashi Miike,,Horror,Crime,Japan,,3.62,104074.0
2024-11-30,American Graffiti,1973,https://boxd.it/29us,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,George Lucas,,Drama,Comedy,USA,,3.73,115978.0
2024-12-14,The Goonies,1985,https://boxd.it/1YVC,"A young teenager named Mikey Walsh finds an old treasure map in his father's attic. Hoping to save their homes from demolition, Mikey and his friends Data Wang, Chunk Cohen, and Mouth Devereaux run off on a big quest to find the secret stash of Pirate One-Eyed Willie.",Richard Donner,,Adventure,Family,USA,,3.8,464921.0
