Date,Name,Year,Letterboxd URI,Plot,Director1,Director2,Genre1,Genre2,Country1,Country2,RatingAvg,RatingCount
2021-12-02,Do the Right Thing,1989,https://boxd.it/29gA,"Salvatore ""Sal"" Fragione is the Italian owner of a pizzeria in Brooklyn. A neighborhood local, Buggin' Out, becomes upset when he sees that the pizzeria's Wall of Fame exhibits only Italian actors. Buggin' Out believes a pizzeria in a black neighborhood should showcase black actors, but Sal disagrees. The wall becomes a symbol of racism and hate to Buggin' Out and to other people in the neighborhood, and tensions rise.",Spike Lee,,Drama,,USA,,4.4,391709.0
2021-12-19,Ran,1985,https://boxd.it/1Tlu,"With Ran, legendary director Akira Kurosawa reimagines Shakespeare's King Lear as a singular historical epic set in sixteenth-century Japan. Majestic in scope, the film is Kurosawa's late-life masterpiece, a profound examination of the folly of war and the crumbling of one family under the weight of betrayal, greed, and the insatiable thirst for power.",Akira Kurosawa,,Drama,History,Japan,France,4.51,166593.0
2021-12-19,Dreams,1990,https://boxd.it/1ROu,A collection of magical tales based upon the actual dreams of director Akira Kurosawa.,Akira Kurosawa,,Drama,Fantasy,USA,Japan,4.21,72122.0
2021-12-25,Autumn Sonata,1978,https://boxd.it/1Rio,"After a seven-year absence, Charlotte Andergast travels to Sweden to reunite with her daughter Eva. The pair have a troubled relationship: Charlotte sacrificed the responsibilities of motherhood for a career as a classical pianist. Over an emotional night, the pair reopen the wounds of the past. Charlotte gets another shock when she finds out that her mentally impaired daughter, Helena, is out of the asylum and living with Eva.",Ingmar Bergman,,Drama,,Germany,Sweden,4.48,99816.0
2021-12-27,Shiva Baby,2020,https://boxd.it/oIv0,"College student Danielle must cover her tracks when she unexpectedly runs into her sugar daddy at a shiva - with her parents, ex-girlfriend and family friends also in attendance.",Emma Seligman,,Comedy,Drama,USA,,3.81,544453.0
2021-12-29,Antiporno,2016,https://boxd.it/eDjy,Young artist Kyoko wreaks havoc on everyone that she encounters when Japan's oldest major movie studio asks a batch of venerable filmmakers to revive its high-brow soft-core Roman Porno series.,Sion Sono,,Drama,Mystery,Japan,,3.57,35103.0
2021-12-29,Switchblade Sisters,1975,https://boxd.it/yuI,"A tough gang of teenage girls are looking for love and fighting for turf on the mean streets of the city! Bad girls to the core, these impossibly outrageous high school hoodlums go where they want ... and create mayhem wherever they go!",Jack Hill,,Drama,Action,USA,,3.46,7671.0
2022-01-04,Nightmare Alley,1947,https://boxd.it/1Fya,"Roustabout Stanton Carlisle joins a traveling carny and unsuccessfully schemes to figure out the mind-reading act of Mademoiselle Zeena and her alcoholic husband, Pete.",Edmund Goulding,,Crime,Thriller,USA,,3.87,23759.0
2022-01-04,Scenes from a Marriage,1973,https://boxd.it/rx6u,"Johan and Marianne are married and seem to have it all. Their happiness, however, is a façade for a troubled relationship, which becomes even rockier when Johan admits that he's having an affair. Before long, the spouses separate and move towards finalizing their divorce, but they make attempts at reconciling. Even as they pursue other relationships, Johan and Marianne realize that they have a significant bond, but also many issues that hinder that connection.",Ingmar Bergman,,Drama,,Sweden,,4.43,12082.0
2022-01-05,Blood for Dracula,1974,https://boxd.it/1uNe,"Deathly ill Count Dracula and his slimy underling, Anton, travel to Italy in search of a virgin's blood. They're welcomed at the crumbling estate of indebted Marchese Di Fiore, who's desperate to marry off his daughters to rich suitors. But there, instead of pure women, the count encounters incestuous lesbians with vile blood and Marxist manservant Mario, who's suspicious of the aristocratic Dracula.",Paul Morrissey,,Horror,Comedy,France,Italy,3.22,11040.0
2022-01-11,Ferris Bueller's Day Off,1986,https://boxd.it/1YPY,"After high school slacker Ferris Bueller successfully fakes an illness in order to skip school for the day, he goes on a series of adventures throughout Chicago with his girlfriend Sloane and best friend Cameron, all the while trying to outwit his wily school principal and fed-up sister.",John Hughes,,Comedy,,USA,,3.94,1051443.0
2022-01-12,Annette,2021,https://boxd.it/f0RS,"The story of Henry, a stand-up comedian with a fierce sense of humour and Ann, a singer of international renown. In the spotlight, they are the perfect couple, healthy, happy, and glamourous. The birth of their first child, Annette, a mysterious girl with an exceptional destiny, will change their lives.",Leos Carax,,Romance,Drama,Belgium,France,3.38,111107.0
2022-01-12,Chronicle,2012,https://boxd.it/2Emk,"Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",Josh Trank,,Thriller,Science Fiction,USA,,3.51,226635.0
2022-01-12,In the Name of the Father,1993,https://boxd.it/20I6,"A small-time Belfast thief, Gerry Conlon, is wrongly convicted of an IRA bombing in London, along with his father and friends, and spends 15 years in prison fighting to prove his innocence.",Jim Sheridan,,Drama,,UK,Ireland,4.16,81618.0
2022-01-12,House,1977,https://boxd.it/1vsm,"Hoping to find a sense of connection to her late mother, Gorgeous takes a trip to the countryside to visit her aunt at their ancestral house. She invites her six friends, Prof, Melody, Mac, Fantasy, Kung Fu, and Sweet, to join her. The girls soon discover that there is more to the old house than meets the eye.",Nobuhiko Obayashi,,Comedy,Fantasy,Japan,,4.0,265349.0
2022-01-14,Senso,1954,https://boxd.it/V6k,A troubled and neurotic Italian Countess betrays her entire country for a self-destructive love affair with an Austrian Lieutenant.,Luchino Visconti,,Romance,Drama,Italy,,3.76,10381.0
2022-01-17,Elevator to the Gallows,1958,https://boxd.it/294u,"A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.",Louis Malle,,Crime,Thriller,France,,4.1,58274.0
2022-01-17,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",1975,https://boxd.it/T18,"A lonely widowed housewife does her daily chores and takes care of her apartment where she lives with her teenage son, and turns the occasional trick to make ends meet. Slowly, her ritualized daily routines begin to fall apart.",Chantal Akerman,,Drama,,Belgium,France,4.26,74601.0
2022-01-18,The Descendants,2011,https://boxd.it/4Ba,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron Matt King takes his daughters on a trip from Oahu to Kauai to confront a young real estate broker, who was having an affair with Elizabeth before her misfortune.",Alexander Payne,,Comedy,Drama,USA,,3.6,117764.0
2022-01-18,Pink Floyd: The Wall,1982,https://boxd.it/1Sxk,A troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,Alan Parker,,Music,Drama,UK,USA,4.12,95066.0
