Date,Name,Year,Letterboxd URI,Rating,Plot,Director1,Director2,Genre1,Genre2,Country1,Country2,RatingAvg,RatingCount
2021-04-14,Inside Llewyn Davis,2013,https://boxd.it/34Ro,3.5,"In Greenwich Village in the early 1960s, gifted but volatile folk musician Llewyn Davis struggles with money, relationships, and his uncertain future.",Ethan Coen,Joel Coen,Drama,Music,France,UK,4.03,322615
2021-04-14,The Hunger Games: Catching Fire,2013,https://boxd.it/3sAw,3.5,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",Francis Lawrence,,Science Fiction,Adventure,USA,,3.87,1452240
2021-04-14,The Hangover Part III,2013,https://boxd.it/3GNY,3.0,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",Todd Phillips,,Comedy,,USA,,2.66,337177
2021-04-14,Guardians of the Galaxy,2014,https://boxd.it/3VH2,4.0,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",James Gunn,,Adventure,Action,USA,,3.8,2165863
2021-04-14,Dawn of the Planet of the Apes,2014,https://boxd.it/3XyQ,4.0,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",Matt Reeves,,Action,Science Fiction,UK,USA,3.83,644642
2021-04-14,The Hunger Games: Mockingjay – Part 2,2015,https://boxd.it/4hk0,2.5,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",Francis Lawrence,,Adventure,Action,Germany,USA,3.38,999191
2021-04-14,Mama,2013,https://boxd.it/4i9s,3.0,"Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night.",Andy Muschietti,,Horror,,Canada,Spain,2.73,161391
2021-04-14,Carrie,2013,https://boxd.it/4kC2,2.5,"A contemporary take on the horror classic about an awkward, telekinetic teenage girl, whose lonely life is dominated by relentless bullying at school and an oppressive religious fanatic mother at home. When her tormentors pull a humiliating prank at the senior prom, she unleashes a horrifying chaos on everyone, leaving nothing but destruction in her wake.",Kimberly Peirce,,Drama,Horror,USA,Canada,2.54,194272
2021-04-14,The Imitation Game,2014,https://boxd.it/6aig,4.0,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",Morten Tyldum,,Drama,Thriller,USA,,3.82,878954
2021-04-14,The Neon Demon,2016,https://boxd.it/9AnW,4.0,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",Nicolas Winding Refn,,Thriller,Horror,Denmark,France,3.15,260358
2021-04-14,Toy Story 4,2019,https://boxd.it/9ALu,4.0,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",Josh Cooley,,Adventure,Comedy,USA,,3.37,912066
2021-04-14,Ford v Ferrari,2019,https://boxd.it/ce74,3.5,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",James Mangold,,Drama,Action,USA,,3.99,731595
2021-04-14,The Fast and the Furious,2001,https://boxd.it/1XMu,3.5,"Dominic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.",Rob Cohen,,Action,Crime,Germany,USA,3.41,545699
2021-04-14,Unbreakable,2000,https://boxd.it/1XV2,4.0,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead — and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",M. Night Shyamalan,,Thriller,Mystery,USA,,3.68,413947
2021-04-14,The Family Man,2000,https://boxd.it/22e8,3.5,"Jack's lavish, fast-paced lifestyle changes one Christmas night when he stumbles into a grocery store holdup and disarms the gunman. The next morning he wakes up in bed lying next to Kate, his college sweetheart he left in order to pursue his career, and to the horrifying discovery that his former life no longer exists. As he stumbles through this alternate suburban universe, Jack finds himself at a crossroad where he must choose between his high-power career and the woman he loves.",Brett Ratner,,Romance,Fantasy,USA,,3.29,68805
2021-04-14,Frankenstein,1931,https://boxd.it/25Te,4.5,"Tampering with life and death, Henry Frankenstein pieces together salvaged body parts to bring a human monster to life; the mad scientist's dreams are shattered by his creation's violent rage as the monster awakens to a world in which he is unwelcome.",James Whale,,Science Fiction,Horror,USA,,3.81,157806
2021-04-14,The Gift,2000,https://boxd.it/27ys,3.5,"Annie Wilson, young widow and mother of three, makes her living foretelling others' futures⁠—though her own has become cloudier than even she can see. Threatened by a client's violent husband and plagued by visions of a missing local woman, Annie finds herself pulled into a thicket of lies and deception in which her extraordinary gift may ultimately get her killed.",Sam Raimi,,Mystery,Horror,USA,,3.18,40358
2021-04-14,The Others,2001,https://boxd.it/27Po,3.5,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",Alejandro Amenábar,,Mystery,Thriller,Spain,USA,3.77,389309
2021-04-14,Meet the Parents,2000,https://boxd.it/28vE,4.0,"Greg Focker is ready to marry his girlfriend, Pam, but before he pops the question, he must win over her formidable father, humorless former CIA agent Jack Byrnes, at the wedding of Pam's sister. As Greg bends over backward to make a good impression, his visit to the Byrnes home turns into a hilarious series of disasters, and everything that can go wrong does, all under Jack's critical, hawklike gaze.",Jay Roach,,Comedy,Romance,USA,,3.31,302236
2021-04-14,Carne,1991,https://boxd.it/28Ak,4.0,"After a dreadful incident coupled with an ungovernable paroxysm of violence, a butcher will fall into a downward spiral that will burn to the ground whatever dignity still remained in him.",Gaspar Noé,,Thriller,Drama,France,,3.37,17215
2021-04-14,The Bling Ring,2013,https://boxd.it/3lPY,3.0,"Inspired by actual events, a group of fame-obsessed teenagers use the Internet to track celebrities' whereabouts in order to rob their homes.",Sofia Coppola,,Drama,Crime,USA,,2.94,277216
2021-04-14,Frozen,2013,https://boxd.it/3GNa,3.0,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",Chris Buck,Jennifer Lee,Fantasy,Animation,USA,,3.44,1203018
2021-04-14,The Grand Budapest Hotel,2014,https://boxd.it/3ZqO,4.5,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",Wes Anderson,,Drama,Comedy,Germany,USA,4.24,2218754
2021-04-14,The Hobbit: The Battle of the Five Armies,2014,https://boxd.it/43aU,3.0,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",Peter Jackson,,Fantasy,Action,New Zealand,USA,3.24,604542
2021-04-14,Alien: Covenant,2017,https://boxd.it/49UY,3.5,"The crew of the colony ship Covenant, bound for a remote planet on the far side of the galaxy, discovers what they think is an uncharted paradise but is actually a dark, dangerous world.",Ridley Scott,,Science Fiction,Thriller,USA,,3.04,411296
2021-04-14,Before Midnight,2013,https://boxd.it/4ive,4.5,"It has been nine years since we last met Jesse and Celine, the French-American couple who once met on a train in Vienna. They now live in Paris with twin daughters but have spent a summer in Greece at the invitation of an author colleague of Jesse's. When the vacation is over and Jesse must send his teenage son off to the States, he begins to question his life decisions, and his relationship with Celine is at risk.",Richard Linklater,,Drama,Romance,Greece,USA,4.04,409338
2021-04-14,Blue Jasmine,2013,https://boxd.it/50MI,4.0,"After experiencing a traumatic misfortune, Jasmine French, a wealthy woman from New York, moves to San Francisco to live with her foster sister Ginger and the firm purpose of getting a new life, but she will be haunted by anxiety and memories of the past.",Woody Allen,,Drama,,USA,,3.67,150554
2021-04-14,Enemy,2013,https://boxd.it/5xtO,4.0,A mild-mannered college professor discovers a look-alike actor and delves into the other man's private affairs.,Denis Villeneuve,,Mystery,Thriller,Canada,France,3.61,440003
2021-04-14,Gone Girl,2014,https://boxd.it/6hQu,4.5,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",David Fincher,,Drama,Thriller,USA,,4.07,2306440
2021-04-14,The Babadook,2014,https://boxd.it/77xu,4.5,"A single mother, plagued by the violent death of her husband, battles with her son's fear of a monster lurking in the house, but soon discovers a sinister presence all around her.",Jennifer Kent,,Drama,Horror,Australia,Canada,3.35,602431
2021-04-14,Jumanji: Welcome to the Jungle,2017,https://boxd.it/bUeE,3.5,"Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play, they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun, thrills and danger or be stuck in the game forever!",Jake Kasdan,,Action,Fantasy,USA,,3.09,793822
2021-04-14,Ask Me If I'm Happy,2000,https://boxd.it/Dqw,4.0,"Aspiring thespians Aldo, Giovanni and Giacomo work dead-end jobs while nurturing the dream of staging their production of Cyrano de Bergerac, but love for the same lady will tear their friendship apart. Three years later, Giovanni and Giacomo reunite after learning that Aldo is dying.",Aldo Baglio,Giovanni Storti,Comedy,,Italy,,3.88,13455
2021-04-14,Mickey's Once Upon a Christmas,1999,https://boxd.it/1Mj2,4.0,"Mickey, Minnie, and their famous friends Goofy, Donald, Daisy and Pluto gather together to reminisce about the love, magic and surprises in three wonder-filled stories of Christmas past.",Bill Speers,Toby Shelton,Animation,Family,USA,,3.55,46758
2021-04-14,Panic Room,2002,https://boxd.it/2490,3.5,"Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",David Fincher,,Thriller,Crime,USA,,3.51,285491
2021-04-14,House of 1000 Corpses,2003,https://boxd.it/26uE,3.0,Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.,Rob Zombie,,Horror,,USA,,3.2,158554
2021-04-14,The Devil's Backbone,2001,https://boxd.it/28Li,3.5,"Spain, 1939. In the last days of the Spanish Civil War, the young Carlos arrives at the Santa Lucía orphanage, where he will make friends and enemies as he follows the quiet footsteps of a mysterious presence eager for revenge.",Guillermo del Toro,,Horror,Thriller,Mexico,Spain,3.83,72524
2021-04-14,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/29QS,4.5,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",Chris Columbus,,Adventure,Fantasy,UK,USA,3.79,1907303
2021-04-14,Donnie Darko,2001,https://boxd.it/2b2A,4.0,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",Richard Kelly,,Fantasy,Mystery,USA,,3.98,1569514
2021-04-14,Avengers: Age of Ultron,2015,https://boxd.it/3qi6,3.5,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",Joss Whedon,,Action,Adventure,USA,,3.16,1395395
2021-04-14,The Great Beauty,2013,https://boxd.it/5ty6,4.0,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",Paolo Sorrentino,,Drama,,France,Italy,4.1,123023
2021-04-14,Human Capital,2013,https://boxd.it/7aCs,4.0,The destinies of two families are irrevocably tied together after a cyclist is hit off the road by a jeep in the night before Christmas Eve.,Paolo Virzì,,Drama,,Italy,,3.57,8998
2021-04-14,Creep,2014,https://boxd.it/7l4c,4.0,"Looking for work, Aaron comes across a cryptic online ad: “$1,000 for the day. Filming service. Discretion is appreciated.” Low on cash and full of naiveté, he decides to go for it. He drives to a cabin in a remote mountain town where he meets Josef, his cinematic subject for the day. Josef is sincere and the project seems heartfelt, so Aaron begins to film. But as the day goes on, it becomes clear that Josef is not who he says, and his intentions are not at all pure.",Patrick Brice,,Thriller,Horror,USA,,3.35,365730
2021-04-14,Focus,2015,https://boxd.it/7zl2,2.5,"Nicky, an accomplished con artist, gets romantically involved with his disciple Jess but later ends their relationship. Years later, she returns as a femme fatale to spoil his plans.",John Requa,Glenn Ficarra,Crime,Comedy,USA,,3.09,259542
2021-04-14,Anomalisa,2015,https://boxd.it/97TE,4.0,An inspirational speaker becomes reinvigorated after meeting a lively woman who shakes up his mundane existence.,Duke Johnson,Charlie Kaufman,Romance,Animation,USA,,3.85,138959
2021-04-14,Bone Tomahawk,2015,https://boxd.it/9kiw,4.0,"During a shootout in a saloon, Sheriff Hunt injures a suspicious stranger. The doctor's assistant, wife of the local foreman, tends to him in prison. That night, the town is attacked and they both disappear—only the arrow of a cannibal tribe is found. Hunt and a few of his men go in search of the prisoner and the foreman's wife.",S. Craig Zahler,,Drama,Horror,France,USA,3.64,154154
2021-04-14,Arrival,2016,https://boxd.it/aNGk,4.0,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",Denis Villeneuve,,Science Fiction,Mystery,USA,,4.13,1829332
2021-04-14,"Extremely Wicked, Shockingly Evil and Vile",2019,https://boxd.it/glCG,3.0,"A chronicle of the crimes of Ted Bundy, from the perspective of his longtime girlfriend, Elizabeth Kloepfer, who refused to believe the truth about him for years.",Joe Berlinger,,Crime,Drama,USA,,3.07,205574
2021-04-14,Kill Bill: Vol. 1,2003,https://boxd.it/70w,4.5,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",Quentin Tarantino,,Crime,Action,USA,,4.2,2033990
2021-04-14,Finding Nemo,2003,https://boxd.it/72i,4.0,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",Andrew Stanton,,Animation,Family,USA,,4.04,1672947
2021-04-14,The Royal Tenenbaums,2001,https://boxd.it/1YHU,4.0,"Royal Tenenbaum and his wife Etheline had three children and then they separated. All three children are extraordinary --- all geniuses. Virtually all memory of the brilliance of the young Tenenbaums was subsequently erased by two decades of betrayal, failure, and disaster. Most of this was generally considered to be their father's fault. ""The Royal Tenenbaums"" is the story of the family's sudden, unexpected reunion one recent winter.",Wes Anderson,,Drama,Comedy,USA,,4.11,728952
2021-04-14,Battle Royale,2000,https://boxd.it/25zS,3.5,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",Kinji Fukasaku,,Action,Thriller,Japan,,3.86,298031
2021-04-14,Catch Me If You Can,2002,https://boxd.it/29VS,4.0,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",Steven Spielberg,,Drama,Crime,USA,,4.04,1548479
2021-04-14,Ice Age,2002,https://boxd.it/2apS,3.5,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",Chris Wedge,,Comedy,Adventure,USA,,3.56,779154
2021-04-14,Insomnia,2002,https://boxd.it/2aB0,3.5,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,Christopher Nolan,,Crime,Thriller,USA,,3.54,256408
2021-04-14,T2 Trainspotting,2017,https://boxd.it/5vTA,4.0,"After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud and Begbie.",Danny Boyle,,Drama,Crime,UK,USA,3.56,159374
2021-04-14,Kingsman: The Secret Service,2014,https://boxd.it/6dxe,3.5,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,Matthew Vaughn,,Comedy,Crime,UK,USA,3.74,1092850
2021-04-14,Locke,2013,https://boxd.it/6hHC,4.5,"Ivan Locke has worked hard to craft a good life for himself. Tonight, that life will collapse around him. On the eve of the biggest challenge of his career, Ivan receives a phone call that sets in motion a series of events that will unravel his family, job, and soul.",Steven Knight,,Thriller,Drama,UK,USA,3.61,145393
2021-04-14,Ted 2,2015,https://boxd.it/6oCY,2.5,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",Seth MacFarlane,,Fantasy,Comedy,USA,,2.78,272405
2021-04-14,Fury,2014,https://boxd.it/6JwC,3.5,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",David Ayer,,War,Drama,USA,,3.76,517466
2021-04-14,Whiplash,2014,https://boxd.it/7bQA,4.5,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",Damien Chazelle,,Drama,Music,USA,,4.42,2975942
2021-04-14,Bāhubali: The Beginning,2015,https://boxd.it/7y2y,3.5,"The young Shivudu is left as a foundling in a small village by his mother. By the time he’s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process.",S. S. Rajamouli,,Adventure,Fantasy,India,,3.49,36209
2021-04-14,Sinister 2,2015,https://boxd.it/8L58,2.0,A young mother and her twin sons move into a rural house that's marked for death.,Ciarán Foy,,Horror,,Canada,USA,2.46,89587
2021-04-14,Leatherface,2017,https://boxd.it/9yyS,3.0,"A young nurse is kidnapped by a group of violent teens who escape from a mental hospital and take her on the road trip from hell. Pursued by an equally deranged lawman out for revenge, one of the teens is destined for tragedy and horrors that will destroy his mind, moulding him into a monster named Leatherface.",Alexandre Bustillo,Julien Maury,Horror,Thriller,USA,,2.13,48255
2021-04-14,Annihilation,2018,https://boxd.it/9yzm,3.5,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",Alex Garland,,Horror,Science Fiction,UK,USA,3.57,768422
2021-04-14,Hell or High Water,2016,https://boxd.it/bfGM,4.0,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,David Mackenzie,,Crime,Western,USA,,3.93,292752
2021-04-14,Game Night,2018,https://boxd.it/fRtu,4.0,"Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night.",John Francis Daley,Jonathan Goldstein,Crime,Mystery,USA,,3.51,437633
2021-04-14,Jojo Rabbit,2019,https://boxd.it/iEBG,4.0,"A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.",Taika Waititi,,War,Drama,New Zealand,USA,4.04,1731192
2021-04-14,Cabin Fever,2002,https://boxd.it/1TAu,3.0,"A group of five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals.",Eli Roth,,Horror,,USA,,2.73,75494
2021-04-14,Wrong Turn,2003,https://boxd.it/1Xzq,2.5,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.",Rob Schmidt,,Horror,Thriller,Canada,Germany,2.8,109831
2021-04-14,Red Dragon,2002,https://boxd.it/1Yrs,3.5,"Former FBI Agent Will Graham, who was once almost killed by the savage Hannibal 'The Cannibal' Lecter, now has no choice but to face him again, as it seems Lecter is the only one who can help Graham track down a new serial killer.",Brett Ratner,,Crime,Horror,Germany,Italy,3.43,192549
2021-04-14,Final Destination 2,2003,https://boxd.it/1YSS,2.5,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.",David R. Ellis,,Mystery,Horror,USA,,2.91,251811
2021-04-14,Ali G Indahouse,2002,https://boxd.it/1Z24,2.5,"Ali G unwittingly becomes a pawn in the evil Chancellor's plot to overthrow the Prime Minister of Great Britain. However, instead of bringing the Prime Minister down, Ali is embraced by the nation as the voice of youth and 'realness', making the Prime Minister and his government more popular than ever.",Mark Mylod,,Comedy,,France,Germany,3.01,58103
2021-04-14,Before the Devil Knows You're Dead,2007,https://boxd.it/20Jy,4.5,"When two brothers organize the robbery of their parents' jewelry store, the job goes horribly wrong, triggering a series of events that send them and their family hurtling towards a shattering climax.",Sidney Lumet,,Crime,Drama,USA,UK,3.72,86667
2021-04-14,Irreversible,2002,https://boxd.it/29as,4.0,A woman’s lover and her ex-boyfriend take justice into their own hands after she becomes the victim of a rapist. Because some acts can’t be undone. Because man is an animal. Because the desire for vengeance is a natural impulse. Because most crimes remain unpunished.,Gaspar Noé,,Crime,Drama,France,,3.72,232984
2021-04-14,Shrek 2,2004,https://boxd.it/29z8,4.0,"Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after. Shrek and the King find it difficult to get along, and there's tension in the marriage. The Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming and plots to destroy their marriage.",Conrad Vernon,Kelly Asbury,Family,Adventure,USA,,4.1,1364171
2021-04-14,Meet the Fockers,2004,https://boxd.it/29NE,3.0,"Hard-to-crack ex-CIA man Jack Byrnes and his wife Dina head for the warmer climes of Florida to meet the parents of their son-in-law-to-be, Greg Focker. Unlike their happily matched offspring, the future in-laws find themselves in a situation of opposites that definitely do not attract.",Jay Roach,,Comedy,Romance,USA,,2.95,210454
2021-04-14,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/29Qy,4.5,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",Alfonso Cuarón,,Fantasy,Adventure,UK,USA,4.12,1938426
2021-04-14,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/29QI,4.0,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",Chris Columbus,,Fantasy,Adventure,UK,USA,3.62,1572094
2021-04-14,The Ring,2002,https://boxd.it/2a70,3.5,Rachel Keller is a journalist investigating a videotape that may have killed four teenagers. There is an urban legend about this tape: the viewer will die seven days after watching it. Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring so she can save herself and her son.,Gore Verbinski,,Mystery,Horror,USA,,3.33,361038
2021-04-14,"Good Bye, Lenin!",2003,https://boxd.it/2ayA,3.5,Alex Kerner's mother was in a coma while the Berlin wall fell. When she wakes up he must try to keep her from learning what happened (as she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.,Wolfgang Becker,,Comedy,Drama,Germany,,3.88,126578
2021-04-14,Batman v Superman: Dawn of Justice,2016,https://boxd.it/6fBW,2.0,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",Zack Snyder,,Action,Fantasy,USA,,2.44,734266
2021-04-14,Lucy,2014,https://boxd.it/75hu,3.0,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",Luc Besson,,Action,Science Fiction,France,,2.79,578325
2021-04-14,Nightcrawler,2014,https://boxd.it/780m,4.5,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",Dan Gilroy,,Drama,Crime,USA,,4.04,1311537
2021-04-14,The Conjuring 2,2016,https://boxd.it/7GJg,3.5,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,James Wan,,Horror,,USA,,3.4,580900
2021-04-14,The Theory of Everything,2014,https://boxd.it/7YtA,3.5,"The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.",James Marsh,,Romance,Drama,UK,USA,3.62,521697
2021-04-14,Now You See Me 2,2016,https://boxd.it/99fw,3.0,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",Jon M. Chu,,Thriller,Mystery,Hong Kong,USA,3,439382
2021-04-14,Creed,2015,https://boxd.it/a2qk,3.5,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Ryan Coogler,,Action,Drama,USA,,3.8,516365
